dt,usr,title,body
2011-10-13 20:52:35,takaaki,洛桑日餐招聘，给出证件，非诚勿扰,"洛桑餐厅找有证日本料理厨师，
和酒店实习男生各一名（给出工作证件），如果证件过期了很长时间的就不行了
请联系 076 583 0617
或者简历到 ming@taiyo.ch
非诚勿扰"
2011-10-8 14:42:40,wenhua,招聘,"帮老板发
11月份零时工，要求会一点德语，男女不限，最好是女生。在苏黎世 联系电话0767897259"
2011-9-25 15:38:53,visclou,lausanne 中餐找女服务生,大家好，有一家中餐馆正在找女服务生，最好有居住证或学生身份，做全职的。请有兴趣了解工作待遇细节的朋友将你的联系方式告诉我，我会尽快联系到你。 078 831 39 27，   visclou@yahoo.com  多谢

2011-10-17 16:19:33,yyt,fille au pair,"日内瓦寻找fille au pair, 有意者请联系0774351252，薪酬面谈"
2011-10-7 14:14:36,quantgirl,替人发帖-Montreux 教中文,"替人发帖。
Montreux住的一个家庭，有个8岁左右的女孩想要学习中文。
最好是女同学，能用英语或法语和她的家长交流。
有感兴趣的朋友，请留下电话号码，转给她的家长，薪筹请与他们商议。"
2011-10-13 18:50:16,ccr,luzern中餐招聘临时工,"餐馆位于卢塞恩的小镇上，现需要一名临时工。时间方面可以灵活调配平时或周末都可以，
招聘对象不限男女，有基础德语水平最好。餐馆提供食宿（独立房间）
对我们这次招聘有兴趣的的朋友可以通过一下联系方式进行咨询：
  qq:1120670303
电话：076-3199788
email:changcheng-willisau@hotmail.com
地址：hauptgasse 46 6130 willisau"
2011-10-12 17:57:22,蒼霞天涯客,代朋友发帖,"本帖最后由 蒼霞天涯客 于 2011-10-12 19:03 编辑 
洛桑火车站咖啡厅继续招聘楼面   男女不限需有 有效证件    具体工作时间和待遇电话详谈   联系电话  0793767937  华人老板  无证勿扰 谢谢"
2011-10-6 22:35:28,林123123123,找有证的员工。,找有学生证或工作证的楼面，厨师《要求会炒 》各一名。在日内瓦。联系电话0227551926
2011-10-8 01:05:22,ss5368,找一个月的临时工，有证的，楼面,找有证的楼面一个， 会讲中文即可， 包吃住， 工作一个月 2012年1月份，工资1576元，在日内瓦，，，， 有意的站内信联系，，，
2011-10-6 00:29:49,林123123123,partime,日内瓦郊区，找星期4    楼面  partime。每个星期4都有，，具体电话详谈0227551926
2011-9-30 00:22:19,wangqiang,找露面工作。,北方人，有4年以上的工作经验，可以独立工作，没有合法身份，现寻找一长久性楼、面工作，有意的老板或有消息的朋友请留下消息或电话，先 谢谢了。
2011-10-4 10:03:56,tiantan,瑞士日内瓦大型会展 30辆奔驰车队招聘多名司机。,"需要合法居留，驾照，熟练驾驶奔驰9座商务车。 工作时间：2011年10月24-27号 4天  （需要23号下午15：00之前到达日内瓦，取车，晚上统一安排聚餐） 工作内容： 负责日内瓦机场，酒店，会场之间接送。 着装要求： 正装，深色西裤，白色衬衫，深色皮鞋，佩领带。 工资 800 瑞士法郎，（约合650欧元左右）包括工作期间工资，小费，餐费。 公司负责在酒店统一安排住宿。外地司机报销日内瓦往返路费。 联系Email : Tiantan@tiantan.ch 联系电话： 06 42 02 82 61 (法国)
076 795 61 52（瑞士）联系人： 王先生"
2011-9-29 17:55:30,konica12031203,日内瓦 保姆,"一女性保姆，最好是学生，照看一10岁左右大女孩，主要是下午放学带回家照看到早上便可，价钱可商量，时间不固定，看是否家长在家。
有意者，请留下电话等联系方式，或站内留言，留信，谢谢。"
2011-10-5 00:32:04,computer,找有经验的帮厨,"找有经验的帮厨,在德区,请站内短信留下联系方式."
2011-10-7 17:27:01,蒼霞天涯客,洛桑火车站酒吧找楼面,"本帖最后由 蒼霞天涯客 于 2011-10-10 15:16 编辑 
人已找到   谢谢  本贴无效"
2011-10-7 17:27:00,蒼霞天涯客,洛桑火车站酒吧找楼面,"本帖最后由 蒼霞天涯客 于 2011-10-10 15:18 编辑 
人已找到 谢谢 本贴无效"
2011-10-7 17:26:57,蒼霞天涯客,洛桑火车站酒吧找楼面,"本帖最后由 蒼霞天涯客 于 2011-10-10 15:19 编辑 
人已找到 谢谢 本贴无效"
2011-10-7 17:26:49,蒼霞天涯客,洛桑火车站酒吧找楼面,"本帖最后由 蒼霞天涯客 于 2011-10-10 15:19 编辑 
人已找到 谢谢 本贴无效"
2011-10-4 17:44:18,marryco887,找露面,法区找楼面，会法语，有意者电话联系 076 288 60 78.
2011-10-5 09:13:56,lam,找厨房打杂一名,如题.没有包住要自己在洛桑有地方住.待遇面谈.马上就可以上班.0765591588.
2011-10-1 23:43:21,板凳王,找保姆,"找个女性保姆，照看6个月大的孩子，一星期5天，有意者请来电联系，电话号码：0783053275,0788508823.工资面议"
2011-9-28 21:57:09,炽天使,找人带小孩,"本帖最后由 炽天使 于 2011-9-28 23:23 编辑 
日内瓦市中心有责任感女性全职照看三周岁男孩。
联系电话 076 578 88 51
有意者请与每天下午的两点半到五点半之间来电，谢谢！"
2011-10-2 12:25:51,飚行天下,诚聘一位楼面,"榕城餐馆诚聘一位楼面。
要求男性，会法语，有餐馆工作经验，能独立招待客人。
有意者请致电：076 789 07 34 （最好能在晚8点前打）"
2011-10-1 20:22:23,tango,招保姆,帮朋友发一个招保姆的信息。具体的情况请联系0763296007谢谢。
2011-9-12 10:02:42,henry5131111,寻 苏黎世工作导游,顶
2011-9-14 18:57:34,Olala,需要亚洲男群众演员,为一个电视连续剧做群众演员，地点在卢塞恩，报酬40瑞郎，需要25岁以上的男群众演员，有兴趣的请发Email申请，需要写上姓名，年龄，电话，并附上一张照片。详情请看附件。
2011-9-26 22:17:13,henry5131111,删,"本帖最后由 henry5131111 于 2011-10-2 23:01 编辑 
dddddddd"
2011-6-15 14:04:59,liu198016,找楼面,"本店想找一名长期服务员,不要很会做的,基本cafe，酒水会卖的就可以。有意着请联系076 326 88 90"
2011-8-23 17:14:40,anfang,急招人,大家好，我店想招收一位会德语，要求会一些餐厅的基本德语就好，招呼客人热情，有美好的心态就行，没经验也可以，还有就是一定要有居留。工作时间是每天2个小时。如果有兴趣可以联系与我，0792873799静候各位的佳音(s2115a)
2011-9-23 11:21:29,justinyi,洛桑找份工作,欢迎来自大马的妈妈！

2011-9-19 07:58:58,epengfei,[已结束] 急聘英语翻译，两小时200,"本帖最后由 epengfei 于 2011-9-19 11:46 编辑 
已结束，谢谢关注。"
2011-9-17 17:47:16,沙丘小姐,【急】聘日内瓦商务陪同翻译一名,"    我司是一家总部在深圳的高级时尚品牌运营商，现CEO出访欧洲各国会见合作伙伴，需招聘瑞士日内瓦翻译一名，时间：9月21-22日，需21日晚上接机，22日全天陪同以及送机。        要求：英语和法语均非常流利，尤其法语需非常优秀，需之前有商务谈判经验，懂商务礼仪，形象气质佳。
     有意者请速将中英文简历投至int@copais.com.cn并请附上一张近照，薪资面议，谢谢。"
2011-9-16 21:45:17,凌晨二度,法语翻译,"本帖最后由 凌晨二度 于 2011-9-22 21:07 编辑 
已结束"
2011-5-9 22:59:59,suisselol,招聘大厨,"多年工作经验，会包些简单点心
地点 在法区 瓦来州 西永。
有意者请答复。。"
2011-9-15 15:11:05,兜内米168,预定一位女性教小孩子中文,找一位女性最好有教学经验教孩子学中文，地址在洛桑。
2011-9-14 23:53:08,liangxi,给个面子看下把,想找份晚上工 时间 9 点到1点 这样最好了。 地点最好也是在日内瓦嘻嘻   电话0762486706    24小时开机
2011-9-9 13:01:41,lengmeng,中国女性清洁工+语言辅导，日内瓦---已找到,"本帖最后由 lengmeng 于 2011-9-13 15:56 编辑 
有人找讲中文的女性（最好是标准普通话）去家里带孩子+打扫卫生
3个小孩6-7岁
每天工作时间为下午半天，或17-19点
价格从优"
2011-9-10 07:13:27,a3890055,"诚找保姆,提供住宿",本人22岁女，家务都会做，不知道你是否想要
2011-9-12 13:56:11,gv123,此帖已删除,"本帖最后由 gv123 于 2011-9-18 13:28 编辑 
因已招到人，此帖删除， 谢谢关注。"
2011-9-11 22:10:54,taoxujing,日内瓦中餐馆现招1名服务员,日内瓦中餐馆招聘会说法语的服务员一名和实习学生1名，要有餐饮经验，详情致电〉0797952459
2011-9-11 21:17:39,gv123,此帖已删除,"本帖最后由 gv123 于 2011-9-12 15:01 编辑 
因电话号码问题，此帖已删除"
2010-11-26 00:01:21,touriste,寻找蒙特勒(monteux)地区法语翻译兼导游一名,"瑞士导游, 日内瓦地接导游 ；cnfr@hotmail.com ；0041-225-349-888
瑞士中文导游, 日内瓦地接导游，欧洲5年导游经验。瑞士导游自带奔驰豪华9座车，奔驰5座车并可以租用14坐车，工作积极热情，服务周到。
奔驰5座运动旅行车瑞士境内司机兼导游，瑞士境内报价如下：
提前3周付款7折优惠，奔驰5座车特价280欧元/天
提前2周付款8折优惠，奔驰5座车特价320欧元/天
提前1周付款9折优惠，奔驰5座车特价360欧元/天
1周之内付款无优惠，奔驰9座车400欧元/天
奔驰9座商务车瑞士境内司机兼导游，瑞士境内报价如下：
提前3周付款7折优惠，奔驰9座车特价350欧元/天
提前2周付款8折优惠，奔驰9座车特价400欧元/天
提前1周付款9折优惠，奔驰9座车特价450欧元/天
1周之内付款无优惠，奔驰9座车500欧元/天
14座旅游巴士瑞士境内司机兼导游，瑞士境内报价如下：
提前3周付款7折优惠，14座车特价490欧元/天
提前2周付款8折优惠，14座车特价560欧元/天
提前1周付款9折优惠，14座车特价630欧元/天
1周之内付款无优惠，14座车700欧元/天
瑞士导游最熟悉的景点和工作范围包括：
瑞士导游：日内瓦导游 苏黎世导游 巴塞尔导游 洛桑导游 伯尔尼导游
法国导游：里昂导游 巴黎导游 勃朗峰导游 霞慕尼导游 依云导游 安纳西导游
联系方式： 
邮件: cnfr@hotmail.com（建议邮件联系，工作日当天回复）
电话: 0041-225-349-888
因为瑞士法郎汇率变化，实时报价请点击以下网址：http://www.afatour.com/price"
2011-9-7 12:23:25,liu198016,招聘,"本店需要一名厨房帮手,包吃包住,有意者请联系 0763662628"
2011-8-27 01:03:37,computer,找实习的学生，在德区,"找实习的学生，德区，在 Aargau 州
联系电话 0787046576
或简历发到 info@asiagarden.ch"
2011-9-8 21:01:48,takaaki,餐厅招聘,"洛桑餐厅
找有证件的厨师一名，待遇从优
请打电话 076 583 0617
或者寄送简历到takaaki@live.cn"
2011-9-5 18:52:49,ljf98423,找帮厨,"本帖最后由 ljf98423 于 2011-9-7 16:31 编辑 
morges地区中餐馆招聘帮厨一名 要求勤快 有工作经验 有意者请速联系 （谢谢大家关注 已经找到人了）"
2011-9-7 19:57:07,jerryzhang,伯尔尼附近中餐馆找厨师替工,"本帖最后由 jerryzhang 于 2011-9-7 21:07 编辑 
伯尔尼附近中餐馆 诚请会炒餐的厨师替工 须有工纸 包吃住 待遇从优 
联系电话
 078 708 1753 张先生"
2011-9-3 22:10:30,沙弥,招聘楼面,本帖最后由 沙弥 于 2011-9-7 14:58 编辑 招聘楼面要求会楼面基本德语有点经验，男女不限但女孩最好。要求个人就是生活干净，老实勤力，工作认真。因为因为老板人很好而且我要离开瑞士了所以帮老板找个人来代替我吧。 联系电话0763060334请在中午2点到4点半 晚上11点后打来餐馆在圣加伦STGALLEN包吃住
2011-9-8 11:07:57,windbird1949,9月20日10点至12点， Solothurn，急寻公务翻译一名，,"9月20日10点至12点， Solothurn，急寻公务翻译一名，
时间：10.00 - 12.00
内容：城建方面
要求：德语过硬
酬劳：100
有意者尽快联系：windbird1949@googlemail.com
或者
0049 176 9900 3808"
2011-9-6 08:56:48,windbird1949,（翻译已经找到，谢谢关注）9月22日9点至11点， Ittigen (Bern附近）,"本帖最后由 windbird1949 于 2011-9-8 12:07 编辑 
（翻译已经找到，谢谢关注）
9月22日9点至11点， Ittigen (Bern附近），寻公务翻译一名，
时间：09.00 - 11.00
内容：Vortrag und kurze Diskussion， 自行车竞赛方面
要求：德语过硬，英语有基础
酬劳：100"
2011-9-1 13:27:11,安利,找一位住家保姆,小明现在需要找一位住家保姆，不住家也可以。能做可口的饭菜，能吃苦耐劳。有意者请与小明联系，电话：041－7871171
2011-9-5 15:54:50,汉升旅游,寻2011年9月21日14点苏黎世德语翻译,"时间：2011年9月21日14点
地点：苏黎世
公务内容：职业教育培训
要求：德语翻译，口语流利，表达顺畅，会沟通
薪酬：100欧元
请有意者速将个人简历及联系方式发至我们的邮箱：linz@hanson-international.com，我们会尽快与你联系，谢谢！"
2011-9-5 15:45:47,汉升旅游,2011年9月27日或28日Neuchatel寻法语翻译,"本帖最后由 汉升旅游 于 2011-9-5 16:51 编辑 
时间：2011年9月27日或28日（具体时间待定）
地点：Neuchatel
公务内容：警察培训
要求：法语翻译，口语流利，表达顺畅，会沟通
薪酬：100欧元
请有意者速将个人简历及联系方式发至我们的邮箱：linz@hanson-international.com，我们会尽快与你联系，谢谢！"
2011-9-5 15:42:56,汉升旅游,2011年9月23日14点Bern寻德语翻译,"时间：2011年9月23日14点
地点：Bern
公务内容：物价监控
要求：德语翻译，口语流利，表达顺畅，会沟通
薪酬：100欧元
请有意者速将个人简历及联系方式发至我们的邮箱：linz@hanson-international.com，我们会尽快与你联系，谢谢！"
2011-8-19 11:22:58,visclou,lausanne 中餐招酒店女学生,"本餐厅位于lausanne, 现要招收一名实习生做服务，有意者请写信给 visclou@yahoo.com"
2011-8-31 08:47:28,vanessaliu,急寻翻译 9月2日更新,1# eht008
2011-8-27 21:11:20,困困,Aigle一中餐馆招收节日帮手,"替友发帖。
Aigle一中餐馆想招收一名节日帮手，时间是下周五至下周日三天。餐馆可提供住宿。要求会法语。
具体事宜请电话咨询老板娘 0763025398，谢谢大家。"
2011-8-27 17:54:07,小石头,找厨师工作,本人在中国有十几年的厨师工作经验，如有需要厨师加QQ； 510317608  电话；  003630516668  谢谢(s2144a)
2011-8-27 09:16:09,NYC,finisheddddd,"本帖最后由 NYC 于 2011-8-28 18:10 编辑 
gonnnnn"
2011-8-26 20:09:38,ljx,招聘楼面工作,本店招聘会说餐馆基本法语楼面一名和实习学生2名，联系电话0789227007孙
2011-8-25 21:03:18,困困,日内瓦中餐馆招聘计时服务员,"再次替友发帖。
日内瓦一中餐馆招聘计时服务员，工作时间是周一至周五中午12:00-14:00。要求会基本法语和英语，学生优先。
详情请致电老板娘 
   0787518990 咨询，谢谢。"
2011-8-15 14:10:24,tiantan,瑞士天坛旅行社,"瑞士天坛旅行社
1。前台销售人员，要求中英法文流利，有旅游管理和机票销售经验者优先
2。酒店管理实习生，要求法文或英文流利，善于沟通，热心好学
3。全职或兼职导游
工作地点日内瓦或者苏黎世
工作方式：100%全职
薪金：根据能力和职能面议
联系人：朱文彬
Tiantan Horizon S.A. 
35 Rue Rothschild 
1202 Genève 
Suisse 
Tel: 022 732 1559 
Fax: 022 732 1561 
E-mail: zhuwenbin@tiantan.ch
Website: http://www.tiantan.ch 
MSN: trevorzhu@hotmail.com"
2011-8-24 10:41:37,anfang,餐厅招人,大家好，我店在BERN想招收一位小时工，要求会一些餐厅的基本德语就好，招呼客人热情，有美好的心态就行，没经验也可以，还有就是一定要有居留。工作时间是从每天中午11点到1点结束。如果有兴趣可以联系与我，本人姓林0792873799静候各位的佳音
2010-1-23 10:36:09,SUNlight,瑞士资深专业旅游公司导游,"本帖最后由 SUNlight 于 2010-1-25 11:30 编辑 瑞士资深专业旅游公司导游我公司位于日内瓦，是欧洲最早开始接待中国团组的旅行社之一 （www.sunlightact.com）。公司每年接待数百个中国团组。现需要增加2 - 3导游（男）。要求如下 ：-综合素质好，有责任心，热情耐心-会开车，有中国驾照或欧洲国家驾照-能用英语简单对话-年龄20 – 40岁，对旅游工作有兴趣我公司提供 ： -优厚报酬-良好的工作环境，主要在瑞士带团-可以帮助解决住房问题有意者请速与我们联系 ： -我司邮箱 ：info@sunlightact.com , 请附上您的简历和照片-电话 ： 0041 22 741 1826 / 66 -传真 ： 0041 22 741 2074 瑞士阳光旅游有限公司 Landy SUNLIGHT ACT S.AAffaires, Cooperation, Tourism10, Avenue de Sécheron, 1202 Genève, SwitzerlandTel:  0041 22 741 1826Fax:  0041 22 741 2074E-mail: info@sunlightact.com"
2011-8-21 08:38:12,林123123123,全职家政,能给个电话号码不，我朋友很有兴趣
2011-8-18 00:48:43,nuanonuan,会开车的蚂蚁帮帮忙吧~~求司机一名,"本帖最后由 nuanonuan 于 2011-8-19 12:38 编辑 
求司机一名， 请携带瑞士驾照
内容：一起去租车，然后开车搬家从伯尔尼到苏黎世（可以只开车不搬家）
时间：暂定为8月27日星期六下午, 具体时间和薪金可以站内信商议"
2011-8-18 12:11:50,lisadu,餐馆招半工,montreux 附近餐馆需要晚上的员工，17点半到21点半。有兴趣的请致电0219603224
2011-7-24 20:28:22,Snak,召搬运工,召搬运工，周二26号开始。 一星期左右， 地点在沃洲，包吃住。有意者站内短信流电话。
2011-8-9 23:06:36,xfnan,招厨房帮厨工,日内瓦餐馆找厨房帮工，有兴趣的电话联系：076 321 86 88
2011-8-15 01:13:30,computer,德区找实习的学生,"德区找实习的学生，在AARGAU 州，离 BERN 半个小时火车。
0787046576"
2011-8-13 20:15:16,gv123,本帖已删除,"本帖最后由 gv123 于 2011-8-15 22:52 编辑 
本帖已删除"
2011-8-14 11:49:51,montreux123,有没有石油贸易专业找工作的？,请跟我联系
2011-8-5 06:47:07,NYC,已经删除,"本帖最后由 NYC 于 2011-8-23 15:40 编辑 
已经删除，谢谢"
2011-8-9 10:16:31,chen531531,急招楼面实习生,"本帖最后由 chen531531 于 2011-8-9 12:31 编辑 
您好，本中餐厅位于鲁塞恩（Lucerne)，急招一位酒管楼面实习生，男女不限，有包住，如有意，请联系：041 440 99 33
王老板"
2011-6-25 01:59:26,computer,7月起找实习的学生，楼面。,"7月起找第二年实习的学生，做楼面的。
在德区。电话 0787046576"
2011-8-4 11:42:49,tiantan,瑞士天坛旅行社,"瑞士天坛旅行社
1。前台销售人员，要求中英法文流利，有旅游管理和机票销售经验者优先
2。酒店管理实习生，要求法文或英文流利，善于沟通，热心好学
3。全职或兼职导游
工作地点日内瓦或者苏黎世
工作方式：100%全职
薪金：根据能力和职能面议
联系人：朱文彬
Tiantan Horizon S.A. 
35 Rue Rothschild 
1202 Genève 
Suisse 
Tel: 022 732 1559 
Fax: 022 732 1561 
E-mail: zhuwenbin@tiantan.ch
Website: http://www.tiantan.ch 
MSN: trevorzhu@hotmail.com"
2011-8-2 14:26:34,kk123,"找楼面替工,5个小时100","本帖最后由 kk123 于 2011-8-2 22:29 编辑 
找到人了谢谢"
2011-6-26 11:34:15,nes,苏黎世中餐馆招聘实习生,"苏黎世中餐馆招聘实习生。
距班霍夫大街13分钟的车程
要求男性，提供住宿和伙食。具体内容详谈。
有意者电话： 044 3113322
联系人：徐姐"
2011-7-30 20:04:46,6002,招大厨,新店需招聘大厨一名.在valais州.有意者请联系:0793331488 谢谢!
2011-8-1 18:28:51,小石头,找厨师工作,本人匈牙利居留，在中国有十几年的厨师工作经验，如有需要厨师，加我QQ  510317608   电话  0036305166768  谢谢

2011-7-9 22:18:19,林123123123,1,"本帖最后由 林123123123 于 2011-8-3 00:48 编辑 
找到人了"
2011-7-29 16:38:40,liu198016,招聘,"本店需要一名女服务员,最少2年工作经验,会法语.包吃包住,工资面议.有意者请联系 0763662628"
2011-7-2 10:04:37,lam,洛桑找有经验楼面一名,"本帖最后由 lam 于 2011-7-2 12:50 编辑 
洛桑招一名有经验.会法语.可以自己独立的楼面一名.有意电0765591588."
2011-6-27 21:01:52,凌晨二度,周末part time,有在洛桑什么餐厅啊！ 做什么的 一小时多少钱呢。 1# jordan198281
2011-7-24 23:16:04,汉升旅游,招聘 8月2日 巴塞尔Basel地区 翻译工作,"时间：8月2日 10:00-11:30
地点：巴塞尔Basel
翻译内容：关于煤气减压及释放装置，要求翻译德语和中文流利。
薪酬：80欧元
联系方式：linz@hanson-international.com
电话：0049 179 7599670http://www.eutravel4u.com"
2011-7-18 09:36:46,467263829,日内瓦中餐招楼面,8月日内瓦中餐馆招楼面，火车站附近，需要有经验有证的。如有意者，请直接联系老板 0797 952459。 谢谢
2011-7-20 10:39:02,takaaki,。。。,"本帖最后由 takaaki 于 2011-7-25 23:45 编辑 
。。。人满"
2011-7-18 22:24:34,taoxujing,日内瓦中餐馆现招1名服务员,日内瓦中餐馆现招1名服务员，男女不限，要有工作经验，具体情况致电〉0797952459
2011-5-31 16:33:40,montreux123,会开车，有无居留不限，法区,"本帖最后由 montreux123 于 2011-5-31 21:18 编辑 
一天200，请留电话"
2011-7-19 19:33:02,格格格,瓦莱州聘请中餐帮厨,"现招中餐帮厨一名,要求会做点心,会做简单的菜
工资面议
联系电话:076 525 8981"
2011-6-10 09:42:17,LOAH168,BERN伯尔尼中餐找楼面,"本帖最后由 LOAH168 于 2011-7-19 14:58 编辑 
9月开始，提供住宿，男女不限，有学生或工作证，德语好的优先。
电话 0765220384
谢谢~~~"
2011-7-16 22:21:41,visclou,餐厅招实习生,"你好，本餐厅在lausanne，想在7月底8月初招聘一名女学生，有住宿，实习期为6个月。请有意者致电 078 831 39 27，或 maxuefei888@hotmail.com, 谢谢。"
2011-7-16 17:28:02,TCM,招聘针灸推拿中医师,招聘针灸推拿中医师瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn
2011-7-15 09:26:07,smartlion,苏黎世Oerlikon亚洲快餐partime请人,"受朋友所托，想请一或者两人会做寿司和泰国菜的，在她的快餐店帮忙。时间比较灵活，大概是午饭之前和晚饭之前，2-3个小时。
具体情况请联系高女士0763399312."
2011-7-14 09:24:27,lam,找人制作网站,找人帮我制作一个餐厅网站.找老外做的不好还贵.有中国学生会做的赚点零花钱啊.
2011-6-21 08:07:35,困困,日内瓦中餐馆招聘计时服务员（已找到）,"本帖最后由 困困 于 2011-7-12 19:12 编辑 
替友发帖。
日内瓦一中餐馆招聘计时服务员，工作时间是周一至周五中午12:00-14:00。要求会基本法语和英语，学生优先。
详情请致电022 343 24 48咨询，谢谢。"

2011-6-27 18:02:53,david_lee,"招杂工, 最好有点装修经验","不要任何证,可以包吃包住.可以整工(星期一到星期五)可以钟点,地点Biel-Bienne,联系0764351333"
2011-7-9 12:10:05,TCM,招聘针灸推拿中医师,瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn
2011-6-29 20:52:18,冰城来客,vevey中泰餐招聘服务员和帮厨,"有证件会法语有经验者优先,有意者请致电0765852599,或0767945508"
2011-7-6 14:48:30,SSMTP,圣加仑大学招口译翻译（德 <->中）,"圣加仑大学中瑞合作管理培训项目将在2011年9月12日至13日在Luzern举办一年一度的“中瑞论坛”。以便两国双方会员的交流与沟通，我们将需要几名精通中、德文的学生在茶歇、午饭的休息时间内做口译。有关中瑞项目，请拜访：www.sino-swiss.unisg.ch工作时间, 待遇:
9月12日: 9.30 – 17.00, Pauschal CHF 150.- inkl. Lunch
9月13日: 9.30 – 19.30, Pauschal CHF 200.- inkl. Lunch切莫错过这个与中瑞企业高级领导结识、切磋的好机会。感兴趣的朋友请与我们联系：sino-swiss@unisg.ch"

2011-7-4 13:21:30,visclou,招聘酒店管理女学生,"本帖最后由 visclou 于 2011-7-16 23:19 编辑 
你们好，本中餐厅在lausanne北边，想在7月底8月初招聘一名女学生，有住宿，实习期6个月。请有意者致电 078 831 39 27，或 maxuefei888@hotmail.com, 谢谢。"
2011-6-29 18:35:04,takaaki,洛桑市中心日本餐厅招聘服务员2名,"洛桑市中心日本餐厅招聘服务员2名（一名partime，和一名全工）
要求，需要有证件，会基本法语，熟手优先
请联系电话 076 583 0617takaaki@live.cn"
2011-6-30 18:54:02,may小白,招大厨,法区中餐招聘大厨1名，工作时间7月18日到8月13日。有意者请发邮件至lifeinswiss@hotmail.com.
2011-6-28 14:39:17,liu198016,找楼面,"急需找一名楼面,有一两年的工作经验,包吃包住.有意者请联系 0763268890"
2011-6-15 22:58:30,新新林,LUZERN中餐厅招聘男服务员一名,要不要女生的
2011-6-20 23:34:14,bufentudou,招聘楼面,"vevey中心中泰餐馆招聘楼面1到2名
有经验有证件者优先。
具体细节请咨询0765852599"
2011-6-26 15:19:39,may小白,招聘中医两名,瑞士中医诊所中医两名，男女不限，30-50岁，持有瑞士或欧洲居留证，各种中医证书齐全，工作经验丰富，有良好的工作态度以及团队合作精神。待遇优厚。有意者请将个人简历发至worldlife@yahoo.cn
2011-6-22 09:14:01,封火冰,寻：普通话标准，瑞士合法居留达一年以上，兼职,通讯员????????/
2011-6-20 21:46:08,heliang,有会化妆的人，需求半天化妆,6月22日，下午前往依云小镇，去化妆，路费全报销，如果有兴趣请联系：0767176299.杨小姐。价钱电话联系。最好是洛桑，日内瓦的人。其他地方的也可以考虑。价钱比较高，有意者联系
2010-2-22 15:40:27,lengmeng,打零工机会,"欧亚立信旅游公司
招男，女part-time
最好是学生
会基本法语
工作：接待国内展会来人（陪吃陪喝）
时间：3月20-30日（如只有1，2天时间也可）
每日8-9小时，超出按加班付工资
有意者请与欧亚立信公司联系
tel: 022-7337713
email: info@eurasie.ch"
2011-6-17 09:11:01,私わ雨,Re: 急寻德国伯尔尼翻译一名（德语-中文翻译）,"公務翻譯是要
fachwoerter嗎"
2011-6-18 08:45:17,heliang,有会化妆的人，需求半天化妆,6月22日，下午前往依云小镇，去化妆，路费全报销，如果有兴趣请联系：0767176299.杨小姐。价钱电话联系。最好是洛桑，日内瓦的人。其他地方的也可以考虑。
2011-6-16 22:37:48,benny248,basel招聘女實習生楼面一名,"本帖最后由 benny248 于 2011-6-16 23:52 编辑 
代朋友發帖,basel火車站附近一中餐馆7月底招聘女實習生楼面一名（包食宿）
电話﹕061-3612828"
2011-6-16 13:56:51,swissnici,招聘 楼面 日内瓦,"日内瓦火车站附近中餐馆 招聘楼面
长工短工临时工均可，要来试工
有经验者优先，欢迎酒店学校学生来实习或者7,8月短期工
有兴趣者站内信或者niccyswiss@gmail.com"
2011-6-15 21:49:09,takaaki,招酒店实习生2到3名,"洛桑市中心餐厅招聘招酒店实习生2到3名
可以提供住宿
待遇好，有实习经验的，和会法语的优先
请寄简历到takaaki@live.cn"
2011-6-13 14:14:29,helenashi,需要翻译一名,可惜人在basel， 要不然还可以去
2011-5-26 14:03:08,swissnici,帮老板找楼面，日内瓦，急,"我在帮老板找楼面，需要有证的，最好之前有做过中餐馆的
基础法语英语，餐馆在日内瓦
6月以后就可以开始工作，短工长工都可以，男女不限
非常着急
有兴趣的请站内信或者留言
邮箱niccyswiss@gmail.com"
2011-6-5 23:11:41,sourose,GENEVA 中法家庭旅游6月17，18，19找保姆,"我们是住在法国巴黎的中法家庭，
6月的17，18，19号定了机票去GENEVA度假，
希望找一保姆帮忙带我们的一对孩子，
女孩3岁半，男孩一岁。
如兴趣请邮件联系hiverbebe@hotmail.com
thanks"
2011-6-10 22:17:30,tianrenwujin,日内瓦餐馆请临时工,日内瓦中餐需要一名有经验的替工，做露面，从6月27到7月26，一个月时间，有意思者请拨打 0227326868，谢谢，
